cryptoName,modelName,RMSE,sharpeRatio,expectedValue
WBTC-USD,RNN,610.2452566374118,0.044192113,29674.666
WBTC-USD,ANN,960.9554833988781,-0.34863067,29156.281
WBTC-USD,CNN,2086.1664139754766,0.07558095,26224.666
WBTC-USD,Random Forrest,581306.0090019245,0.12723958979295213,None
WBTC-USD,LSTM,1717.3473360267124,0.08880473,28892.234
MKR-USD,RNN,28.793316150565023,0.057046637,707.22095
MKR-USD,ANN,13.156596767850765,-0.14007376,703.65607
MKR-USD,CNN,112.99830986354036,0.10617808,614.1775
MKR-USD,Random Forrest,3264.506486758774,0.1382212596953766,None
MKR-USD,LSTM,17.021690193603373,-0.40575504,700.4482
USDT-USD,RNN,0.00024045595270230608,0.048671436,1.0007614
USDT-USD,ANN,0.0004742081879132312,0.96185434,1.0004822
USDT-USD,CNN,0.040469750746732626,0.0070733847,0.9598081
USDT-USD,Random Forrest,2.2626813039509107e-07,0.004284426641100322,None
USDT-USD,LSTM,0.00035512333024010885,0.15113708,1.000616
DOGE-USD,RNN,0.004053603842379858,0.055802427,0.07936543
DOGE-USD,ANN,0.001167153764090814,-0.33674458,0.078969166
DOGE-USD,CNN,0.004831220242432125,0.08807715,0.07450853
DOGE-USD,Random Forrest,3.4159247791566775e-05,0.10349989612296448,None
DOGE-USD,LSTM,0.0020248916008229656,-1.511335,0.07671732
ETH-USD,RNN,71.77584579017667,0.061023075,1956.2328
ETH-USD,ANN,94.80028889351048,-0.12380438,1923.098
ETH-USD,CNN,103.35770715480537,0.09500917,1829.7576
ETH-USD,Random Forrest,5654.961476944079,0.12331837835059316,None
ETH-USD,LSTM,86.85902556445471,0.29034784,1916.7506
LTC-USD,RNN,2.774795901231742,0.009662376,88.95081
LTC-USD,ANN,1.6346258176626527,-0.5590602,88.70868
LTC-USD,CNN,9.089208415025988,0.16552171,79.31101
LTC-USD,Random Forrest,2.8275667002541622,0.1542014411586176,None
LTC-USD,LSTM,1.3853868971845886,-0.14713496,88.40158
NEAR-USD,RNN,0.09363991777169206,-0.030265683,1.8749671
NEAR-USD,ANN,0.05454260648350703,0.11342984,1.8772262
NEAR-USD,CNN,0.32867749216304887,0.2483203,1.8440678
NEAR-USD,Random Forrest,0.4401405668026428,0.2537096250366771,None
NEAR-USD,LSTM,0.056100124766900995,-0.7857359,1.8619707
LINK-USD,RNN,0.26713465277131887,-0.014560761,7.1841254
LINK-USD,ANN,0.13007363310108563,-0.14174545,7.1351647
LINK-USD,CNN,0.8096795165521856,0.08423382,6.4499393
LINK-USD,Random Forrest,0.048748846274944815,0.06457323900794613,None
LINK-USD,LSTM,0.1521060796236036,0.25434983,7.2154574
MATIC-USD,RNN,0.033011501909549754,-0.2053878,0.9993151
MATIC-USD,ANN,0.020225161239101605,-0.4605558,0.99196535
MATIC-USD,CNN,0.06685237817977514,0.12000866,0.9207487
MATIC-USD,Random Forrest,0.0011203094659650882,0.15557919883912308,None
MATIC-USD,LSTM,0.022373557621970994,-0.73724014,0.974269
PAXG-USD,RNN,16.86728068978718,0.120262146,2028.9403
PAXG-USD,ANN,28.941839533860378,1.3196133,2018.3232
PAXG-USD,CNN,319.75607901104144,0.051175952,1667.281
PAXG-USD,Random Forrest,107.5062844811223,0.040139168520251976,None
PAXG-USD,LSTM,51.70677190551399,0.7153251,2007.3383
SHIB-USD,RNN,3.503245949181843e-07,-0.061090592,9.960519e-06
SHIB-USD,ANN,5.7515181601164446e-08,-1.4925839,9.982011e-06
SHIB-USD,CNN,1.730808940907824e-06,nan,1.1536123e-05
SHIB-USD,Random Forrest,4.2705868711327867e-13,0.09758490767786267,None
SHIB-USD,LSTM,1.4667083051119147e-07,0.21729709,9.825076e-06
SOL-USD,RNN,0.9907414035713147,0.07973812,22.596172
SOL-USD,ANN,1.070062012868041,0.35491675,22.257687
SOL-USD,CNN,3.4094403795774846,0.252759,20.507612
SOL-USD,Random Forrest,19.23856780761149,0.243884938840138,None
SOL-USD,LSTM,0.7061852709390066,-0.12001193,22.6124
BTC-USD,RNN,714.3337495810482,0.051654592,29569.078
