cryptoName,modelName,RMSE,sharpeRatio,expectedValue
WBTC-USD,RNN,708.2427959141713,0.15401937,26848.225
WBTC-USD,ANN,829.5760604293695,0.07727165,26613.309
WBTC-USD,CNN,3549.962873940584,0.3564163,23970.139
WBTC-USD,Random Forrest,265320.78067205014,0.34935034138810084,None
WBTC-USD,Attention-based LSTM,1621.9815929113593,0.03801548377239312,26885.832
WBTC-USD,BiDirectional LSTM,692.782449987169,0.060984705,26816.943
WBTC-USD,LSTM,843.425190655072,0.07526917,26761.857
LTC-USD,RNN,4.036004715370791,0.05505692,90.19661
LTC-USD,ANN,3.0811405628621547,0.06921083,90.34734
LTC-USD,CNN,15.05669531523901,0.40062842,77.013885
LTC-USD,Random Forrest,20.221866618933074,0.3752990683324021,None
LTC-USD,Attention-based LSTM,5.575112511169697,0.05786990286497905,92.75132
LTC-USD,BiDirectional LSTM,3.7757029308765144,0.06669417,90.4564
LTC-USD,LSTM,3.1563492356876597,0.070357874,89.80665
NEAR-USD,RNN,0.09129603893568962,-0.14490767,1.5209653
NEAR-USD,ANN,0.22077034007306215,-0.17332976,1.5724754
NEAR-USD,CNN,0.7733869148288186,0.3422121,1.7678391
NEAR-USD,Random Forrest,0.06748076970906186,0.35337813630955617,None
NEAR-USD,Attention-based LSTM,0.7900052987488524,-0.09914916076855655,1.6005687
NEAR-USD,BiDirectional LSTM,0.06207268793466743,-0.09994121,1.534263
NEAR-USD,LSTM,0.08032682197499254,-0.120885074,1.5524662
LINK-USD,RNN,0.524967669506781,0.0045076665,6.2182784
LINK-USD,ANN,0.46876059990942454,-0.01841647,6.219321
LINK-USD,CNN,0.9835328333713402,0.4512211,6.6041594
LINK-USD,Random Forrest,0.2733276910784341,0.35664006250225966,None
LINK-USD,Attention-based LSTM,0.8006581230014566,0.004647222512526202,6.4226723
LINK-USD,BiDirectional LSTM,0.3692821400395596,-0.01006687,6.210591
LINK-USD,LSTM,0.2642477422837769,-0.021896016,6.27677
PAXG-USD,RNN,14.663665424091738,0.023716737,1934.0969
PAXG-USD,ANN,24.45106805410044,0.101577945,1941.4434
PAXG-USD,CNN,136.1420104271444,0.055986524,1839.405
PAXG-USD,Random Forrest,66.16976445490918,0.053316307783151405,None
PAXG-USD,Attention-based LSTM,39.893101039370656,0.09490061144780389,1966.7866
PAXG-USD,BiDirectional LSTM,16.24628157831549,0.10774833,1931.3308
PAXG-USD,LSTM,18.247503129065706,0.11635615,1935.0818
SOL-USD,RNN,0.9123247576113939,0.031764597,20.007656
SOL-USD,ANN,1.207533403680027,0.11933041,20.750051
SOL-USD,CNN,7.253850971503919,0.3371808,22.846334
SOL-USD,Random Forrest,11.43614252255241,0.291132437850746,None
SOL-USD,Attention-based LSTM,5.008027132111733,0.04214564845677392,20.807549
SOL-USD,BiDirectional LSTM,1.0860000057736918,0.096122794,20.608435
SOL-USD,LSTM,1.0691374877715043,0.07754679,20.52055
BTC-USD,RNN,800.7837333738447,0.031094754,26976.111
BTC-USD,ANN,786.1730529614184,0.051373105,26628.762
BTC-USD,CNN,2049.068547340564,0.36894828,24534.723
BTC-USD,Random Forrest,187781.86337166344,0.3344807773094515,None
BTC-USD,Attention-based LSTM,1316.926863606891,0.03743819132064142,27063.787
BTC-USD,BiDirectional LSTM,667.785686013268,0.045066796,26848.098
BTC-USD,LSTM,816.2674621251389,0.043411218,26593.713
YFI-USD,RNN,418.40466627736606,-0.035915088,6160.0205
YFI-USD,ANN,237.49101303592354,-0.28603294,6289.037
YFI-USD,CNN,3233.424126393931,0.36262867,6318.2383
YFI-USD,Random Forrest,723138.2729141448,0.34470790158754444,None
