cryptoName,modelName,RMSE,sharpeRatio,expectedValue
WBTC-USD,RNN,836.1299695924616,0.18851517,29407.107
WBTC-USD,ANN,834.0648163543048,0.26070845,29136.453
WBTC-USD,CNN,3319.135979546194,0.37882963,26638.799
WBTC-USD,Random Forrest,254387.05479081764,0.34938533888610895,None
WBTC-USD,LSTM,1002.6448872837416,0.25655797,29507.629
LTC-USD,RNN,3.104109652807866,0.05681902,87.3881
LTC-USD,ANN,2.999195600840864,0.067758635,87.84623
LTC-USD,CNN,14.228230807523351,0.41036525,77.52141
LTC-USD,Random Forrest,20.645326245252516,0.37156380184083015,None
LTC-USD,LSTM,3.0192374880068957,0.062138695,88.330215
NEAR-USD,RNN,0.12713832008037176,-0.08321358,1.8383905
NEAR-USD,ANN,0.09887160715504159,-0.15203378,1.8466932
NEAR-USD,CNN,1.126564624802653,0.31622702,1.7351384
NEAR-USD,Random Forrest,0.05572258724168967,0.35069644815009354,None
NEAR-USD,LSTM,0.15771539992339612,-0.08100552,1.8994102
LINK-USD,RNN,0.6392429926313583,0.0098928055,7.1097603
LINK-USD,ANN,0.274937096131888,0.045220334,7.087004
LINK-USD,CNN,1.353175952365589,0.3932164,7.0979047
LINK-USD,Random Forrest,0.3175432100179887,0.35855134182179726,None
LINK-USD,LSTM,0.2871725826822249,0.035760764,7.147255
MATIC-USD,RNN,0.04354984108373774,0.033569492,0.98736113
MATIC-USD,ANN,0.10164728498318382,0.0675746,0.9881276
MATIC-USD,CNN,0.09494115922090035,0.51888174,0.94326466
MATIC-USD,Random Forrest,0.0011215896177442213,0.4549778253378554,None
MATIC-USD,LSTM,0.07517259146179758,0.072359316,1.0023197
PAXG-USD,RNN,26.830292723329226,0.121264845,2019.5573
PAXG-USD,ANN,24.607734335394113,0.08752955,2019.254
PAXG-USD,CNN,110.77928272148644,0.042999104,1896.3517
PAXG-USD,Random Forrest,69.61245811204253,0.051477996201440085,None
PAXG-USD,LSTM,19.863210400015507,0.09797528,2021.5858
SUSHI-USD,RNN,0.06915308590777845,-0.095163815,1.0421798
SUSHI-USD,ANN,0.059927053118599714,-0.20698145,1.0399349
SUSHI-USD,CNN,0.6944369183461682,0.42970842,1.1394053
SUSHI-USD,Random Forrest,0.13355667194590157,0.4168386098113183,None
SUSHI-USD,LSTM,0.059062021029622165,-0.2116693,1.0276545
SHIB-USD,RNN,5.983299260621381e-07,-0.03543943,9.922475e-06
SHIB-USD,ANN,1.0500175089694126e-06,-0.14146304,9.941949e-06
SHIB-USD,CNN,1.0540150396049803e-05,0.014105868,1.3181239e-05
SHIB-USD,Random Forrest,1.775404880919012e-12,nan,None
SHIB-USD,LSTM,4.724163427154074e-07,-0.08998182,9.836614e-06
SOL-USD,RNN,1.6842229190505542,0.025271343,22.770176
SOL-USD,ANN,1.241053488965208,0.054503415,22.548218
SOL-USD,CNN,9.9611814399619,0.38931698,20.5924
SOL-USD,Random Forrest,7.550249064656966,0.2937018792939668,None
SOL-USD,LSTM,1.4442247326622468,0.034002695,23.104874
BTC-USD,RNN,660.4947916228094,0.053643834,29453.549
BTC-USD,ANN,725.0725678153564,0.055766303,29424.773
BTC-USD,CNN,4095.222843065988,0.39450788,23802.418
BTC-USD,Random Forrest,182745.55644905698,0.33624014281218173,None
BTC-USD,LSTM,708.4153620103298,0.05209714,29311.592
MKR-USD,RNN,50.41806742075478,-0.03452746,721.4276
MKR-USD,ANN,34.24539556575024,0.028477244,716.90625
MKR-USD,CNN,120.0240756930782,0.32310572,675.3
MKR-USD,Random Forrest,3561.5386215849435,0.3319950834409062,None
MKR-USD,LSTM,36.28462024194886,0.030099848,719.59454
USDT-USD,RNN,0.0010225954372627077,0.010508329,1.0007815
USDT-USD,ANN,0.0008247350812984947,0.03200428,1.0006261
USDT-USD,CNN,0.005465466761942253,-0.016947787,1.0018262
USDT-USD,Random Forrest,3.852660018606816e-06,0.00324163813119086,None
USDT-USD,LSTM,0.0008052798867685713,0.03808433,1.0005767
YFI-USD,RNN,560.8049693073726,0.04444038,8181.367
YFI-USD,ANN,943.2933316033032,0.002555166,8202.067
YFI-USD,CNN,4162.80567054762,0.40293843,7537.051
YFI-USD,Random Forrest,4076878.728935921,0.35877502220316776,None
YFI-USD,LSTM,666.8242278885905,0.012359132,8063.6904
AAVE-USD,RNN,3.457841565719866,-0.069274284,72.33532
AAVE-USD,ANN,3.7412551180008826,-0.101207204,71.99447
AAVE-USD,CNN,24.8282039235453,0.3424565,73.62069
AAVE-USD,Random Forrest,143.18844275703415,0.3677709239247993,None
AAVE-USD,LSTM,3.1636870226792175,-0.036801707,71.470375
DAI-USD,RNN,0.0028976756524731993,-0.0012820282,0.99966574
DAI-USD,ANN,0.003315208589247101,-0.0027976446,0.99969
DAI-USD,CNN,0.00591184495129616,0.005621212,1.0011853
DAI-USD,Random Forrest,6.883863298961897e-06,0.005699728947204193,None
DAI-USD,LSTM,0.0028181908960992225,-0.0008347007,0.99964637
AVAX-USD,RNN,1.0318840340067583,-0.037426952,17.229107
AVAX-USD,ANN,0.9622112503194711,-0.005084764,17.20335
AVAX-USD,CNN,7.532140531933806,0.3981648,15.586565
AVAX-USD,Random Forrest,2.848528242039246,0.34044820109215723,None
AVAX-USD,LSTM,0.8210405051329158,-0.021014865,17.4989
BAT-USD,RNN,0.011845347918130383,-0.009215787,0.24148133
BAT-USD,ANN,0.02039476807489372,0.02835961,0.24188453
BAT-USD,CNN,0.044592921906738185,0.2878552,0.2514165
BAT-USD,Random Forrest,0.00032090817119812773,0.3110229996694425,None
BAT-USD,LSTM,0.01045337166000327,0.018332344,0.24211936
BCH-USD,RNN,31.335690119345116,0.03761257,119.27836
BCH-USD,ANN,9.427031330738123,0.045911744,119.407845
BCH-USD,CNN,65.75275819321506,0.34050915,115.29001
BCH-USD,Random Forrest,2944.875654638017,0.3304979894565179,None
BCH-USD,LSTM,14.073272347755886,0.05862882,118.688705
DOGE-USD,RNN,0.005661775367371763,0.053475812,0.079515114
DOGE-USD,ANN,0.0036531102233737555,-0.0049775015,0.07956955
DOGE-USD,CNN,0.013027855222253382,0.36823186,0.0748618
DOGE-USD,Random Forrest,6.430871226049541e-05,0.40511313552254574,None
DOGE-USD,LSTM,0.005010865511924148,-0.032112997,0.078329675
UNI-USD,RNN,0.004452867078546719,0.0065136845,0.00011396703
UNI-USD,ANN,0.002254815912697083,-0.008087467,0.00011222482
UNI-USD,CNN,0.0009939017034185328,0.05682052,0.0002333388
UNI-USD,Random Forrest,0.0005596413914285899,0.29012687050524555,None
UNI-USD,LSTM,0.0020736547148940045,0.00044325148,0.00011302489
ETH-USD,RNN,59.785006874144614,0.08828317,1972.8601
ETH-USD,ANN,81.03462125654696,0.16195057,1964.8418
ETH-USD,CNN,116.75506197856643,0.40120807,1843.5391
ETH-USD,Random Forrest,1253.8665887257048,0.41074890364367206,None
ETH-USD,LSTM,55.78106464690703,0.13186,1973.5813
