cryptoName,modelName,RMSE,sharpeRatio,expectedValue
WBTC-USD,RNN,874.542776586786,0.088150404,28447.557
WBTC-USD,ANN,1111.2225879174568,0.12502865,29208.643
WBTC-USD,CNN,2142.1998468169854,0.3600109,31241.904
WBTC-USD,Random Forrest,272398.23347864527,0.3468082924495488,None
WBTC-USD,Attention-based LSTM,1736.9576750714048,0.08599084078228963,30220.252
WBTC-USD,BiDirectional LSTM,714.8184390198086,0.10847701,28728.826
WBTC-USD,LSTM,869.1990335927817,0.094897136,28692.023
SOL-USD,RNN,1.004619310492079,0.038150292,21.717354
SOL-USD,ANN,2.349156523758006,0.00543097,21.931904
SOL-USD,CNN,10.230712345022795,0.26970252,19.163935
SOL-USD,Random Forrest,11.256320437938674,0.2860013978915502,None
SOL-USD,Attention-based LSTM,2.432006307766117,-0.0020503055336376134,17.972694
SOL-USD,BiDirectional LSTM,1.9742086907997975,0.031758483,21.879402
SOL-USD,LSTM,1.189365790635656,0.019878998,20.710896
PAXG-USD,RNN,25.729721864071532,0.05084208,1902.9877
PAXG-USD,ANN,13.993202944045231,-0.05135928,1901.868
PAXG-USD,CNN,149.77694928018806,0.04842054,1755.6235
PAXG-USD,Random Forrest,63.224810515434335,0.05239445460088862,None
PAXG-USD,Attention-based LSTM,39.690688113090474,-0.059071306086667434,1897.0778
PAXG-USD,BiDirectional LSTM,22.446413955870714,-0.0694886,1903.5757
PAXG-USD,LSTM,23.943386312648833,-0.08752735,1902.709
YFI-USD,RNN,650.9931945654414,-0.10633678,6957.024
YFI-USD,ANN,385.48156594816174,-0.14936447,6940.3647
YFI-USD,CNN,3290.916275717735,0.31456387,6528.624
YFI-USD,Random Forrest,879786.6397322348,0.3827923119643576,None
YFI-USD,Attention-based LSTM,778.2321968632845,-0.05641648595931277,6708.6514
YFI-USD,BiDirectional LSTM,226.6022994023915,-0.081167825,6810.7485
YFI-USD,LSTM,511.9124909755394,-0.1094688,6696.2827
MKR-USD,RNN,34.202143755483014,0.08353366,962.6778
MKR-USD,ANN,38.10478375017436,0.08798708,938.2071
MKR-USD,CNN,116.14063817469686,0.348605,883.803
MKR-USD,Random Forrest,3748.49544158904,0.3303574163970272,None
MKR-USD,Attention-based LSTM,107.28372017949411,0.05703516888843106,940.41724
MKR-USD,BiDirectional LSTM,36.026740710855506,0.07183939,1006.3026
MKR-USD,LSTM,39.81680347079141,0.09323871,973.0839
LTC-USD,RNN,3.2398526777014163,0.06456331,97.88986
LTC-USD,ANN,3.89626794443937,0.08399088,98.4885
LTC-USD,CNN,6.63333848248606,0.39895207,95.61396
LTC-USD,Random Forrest,20.19481957750395,0.3661399376144009,None
LTC-USD,Attention-based LSTM,8.41156868306022,0.0725647261051558,101.87914
LTC-USD,BiDirectional LSTM,4.605045288450664,0.07751144,96.192085
LTC-USD,LSTM,3.647941322767571,0.078392394,96.87077
LINK-USD,RNN,0.2284861636893271,-0.0071208784,6.161911
