cryptoName,modelName,RMSE,sharpeRatio,expectedValue
WBTC-USD,RNN,713.6674430978969,0.09797218,30484.297
WBTC-USD,ANN,790.1413638466582,0.12479127,30365.158
WBTC-USD,CNN,2542.5287134681726,0.34135413,28356.785
WBTC-USD,Random Forrest,267834.14068360906,0.35614984198446287,None
WBTC-USD,Attention-based LSTM,3185.951703866857,0.09987005765456433,30775.809
WBTC-USD,BiDirectional LSTM,690.3766931380324,0.10464953,30465.305
WBTC-USD,LSTM,827.4446322531021,0.10535784,30152.635
SOL-USD,RNN,0.8756217562435156,0.040599428,18.9108
SOL-USD,ANN,0.9856467743549739,-0.006491133,18.771345
SOL-USD,CNN,7.148839892023595,0.32492092,18.70021
SOL-USD,Random Forrest,11.287818817937024,0.27930321542603087,None
SOL-USD,Attention-based LSTM,1.8275599802219984,0.005291250062275936,18.189854
SOL-USD,BiDirectional LSTM,0.8227087352288757,-0.009418892,19.24564
SOL-USD,LSTM,0.9578345739537947,-0.010453741,18.917345
PAXG-USD,RNN,13.89812604966593,0.045098312,1896.3207
PAXG-USD,ANN,15.208369023922211,-0.06736481,1897.5522
PAXG-USD,CNN,268.773651237061,0.053117625,1629.6415
PAXG-USD,Random Forrest,66.8120271324708,0.05105056061971016,None
PAXG-USD,Attention-based LSTM,19.74788224114143,-0.0663046469435453,1900.0043
PAXG-USD,BiDirectional LSTM,14.66862386241474,-0.08698252,1895.2233
PAXG-USD,LSTM,19.246890106850895,-0.08830468,1898.0221
LINK-USD,RNN,0.24956250441148256,0.0048682443,6.342795
LINK-USD,ANN,0.29714439957268907,0.039912637,6.2418714
LINK-USD,CNN,1.4446399094760773,0.34618068,6.3293896
LINK-USD,Random Forrest,0.343774062095711,0.35364255424533053,None
LINK-USD,Attention-based LSTM,0.4327131649981181,0.026933465008846812,6.310053
LINK-USD,BiDirectional LSTM,0.31512954247021735,0.02904895,6.336621
LINK-USD,LSTM,0.45648158543328965,0.038000025,6.2203364
USDT-USD,RNN,0.000699587897427443,0.0019968837,1.0001155
USDT-USD,ANN,0.001051350483505025,0.005286951,1.0000228
USDT-USD,CNN,0.004892109000861276,-0.002162988,1.0007066
USDT-USD,Random Forrest,4.012912101726898e-06,0.00349600975232758,None
USDT-USD,Attention-based LSTM,0.0009445518697157274,0.0023011834071825226,1.0001196
USDT-USD,BiDirectional LSTM,0.0011601059274911813,0.005790332,0.9999779
USDT-USD,LSTM,0.0011759837020291744,0.006548838,0.9999943
SHIB-USD,RNN,4.3244192271154273e-07,-0.07801113,7.2380294e-06
SHIB-USD,ANN,4.599746722498283e-07,-0.094550945,7.4909035e-06
SHIB-USD,CNN,3.093209998813925e-05,nan,-1.5098103e-05
SHIB-USD,Random Forrest,2.2108171792630833e-12,nan,None
SHIB-USD,Attention-based LSTM,6.564130836054394e-07,-0.054872848976657396,7.868592e-06
SHIB-USD,BiDirectional LSTM,6.204000322206849e-07,-0.09487266,7.4129243e-06
SHIB-USD,LSTM,4.4430874042731787e-07,-0.115683,7.4323502e-06
BTC-USD,RNN,623.1937729209043,0.04962708,30457.11
BTC-USD,ANN,677.3718229052388,0.094452806,30414.9
BTC-USD,CNN,1750.6798543338502,0.3416931,28713.355
BTC-USD,Random Forrest,176056.68198365372,0.32642168102254226,None
BTC-USD,Attention-based LSTM,1419.6957204500168,0.06960851514979263,30622.396
BTC-USD,BiDirectional LSTM,669.5148003805114,0.0869336,30424.504
BTC-USD,LSTM,676.1652758687609,0.07846526,30285.5
AAVE-USD,RNN,3.5773062610744315,0.03819705,74.144936
AAVE-USD,ANN,3.1057951714048944,0.048127297,73.955055
AAVE-USD,CNN,19.131062920774475,0.3815505,71.55147
AAVE-USD,Random Forrest,128.28183077249838,0.37177397531961115,None
AAVE-USD,Attention-based LSTM,15.05791682351519,0.05597090771824775,69.04361
AAVE-USD,BiDirectional LSTM,4.804375129722397,0.052098643,77.31704
AAVE-USD,LSTM,4.459734411572971,0.048235252,72.99884
AVAX-USD,RNN,0.6522574361264349,-0.102590255,12.695763
AVAX-USD,ANN,1.205923842776245,-0.16947763,12.877994
AVAX-USD,CNN,7.169188202154179,0.32229364,11.512385
AVAX-USD,Random Forrest,2.9217220763855374,0.341055154919064,None
AVAX-USD,Attention-based LSTM,2.559185061932389,-0.11823485992126848,13.105024
AVAX-USD,BiDirectional LSTM,0.4969886191329673,-0.12749536,12.622087
AVAX-USD,LSTM,0.7212099822442193,-0.18367155,12.082118
BAT-USD,RNN,0.010241516934897334,-5.1172985e-05,0.1979188
BAT-USD,ANN,0.02001676028752928,0.026226245,0.20025206
BAT-USD,CNN,0.05105510977214514,0.2855356,0.21522456
BAT-USD,Random Forrest,0.0003615326862329258,0.3123687259529761,None
BAT-USD,Attention-based LSTM,0.025671242372647507,0.026629460505290685,0.19879207
