cryptoName,modelName,RMSE,sharpeRatio,expectedValue
LTC-USD,RNN,2.9184355600441716,0.037898175,76.49586
LTC-USD,ANN,3.6395513029613973,0.052232597,75.0123
LTC-USD,CNN,6.888253441320656,0.39601314,77.120514
LTC-USD,Random Forrest,19.225702206077532,0.3804192001584428,None
LTC-USD,Attention-based LSTM,4.856504228980779,0.04837472908658684,76.07661
LTC-USD,BiDirectional LSTM,4.149771822877814,0.05259454,76.81896
LTC-USD,LSTM,3.306877899868929,0.04988303,75.33402
USDT-USD,RNN,0.0009715138338860892,0.014884193,0.99959207
USDT-USD,ANN,0.0012746046515161333,-0.0019599942,0.99957037
USDT-USD,CNN,0.004792488203533323,0.00012398492,1.0013292
USDT-USD,Random Forrest,3.7049163989896617e-06,0.0032793941750612955,None
USDT-USD,Attention-based LSTM,0.001063987936124492,-0.0011885821223359446,1.0002145
USDT-USD,BiDirectional LSTM,0.0006864551545277944,-0.0022072473,0.9996721
USDT-USD,LSTM,0.00078411513770325,-0.0018124769,0.99960333
LINK-USD,RNN,0.2541343883358023,-0.039872166,5.3261724
LINK-USD,ANN,0.24760553999239024,-0.03174471,5.314422
LINK-USD,CNN,1.471637049261571,0.39482254,5.1689177
LINK-USD,Random Forrest,0.28047461294119097,0.35583477838526306,None
LINK-USD,Attention-based LSTM,0.4973353464479825,-0.002977688449519343,5.4074206
LINK-USD,BiDirectional LSTM,0.24045599803825102,-0.016934764,5.400691
LINK-USD,LSTM,0.26633753263892473,-0.025243072,5.3341575
SUSHI-USD,RNN,0.14528483939404332,-0.33724472,0.5667034
SUSHI-USD,ANN,0.04448884041473903,-0.4642737,0.5615838
SUSHI-USD,CNN,0.5472374231080499,0.45777065,0.99444044
SUSHI-USD,Random Forrest,0.13356809428467992,0.41414230904553795,None
SUSHI-USD,Attention-based LSTM,0.07285886640835851,-0.24129796649245386,0.65936947
SUSHI-USD,BiDirectional LSTM,0.10367286200201901,-0.2798104,0.6001794
SUSHI-USD,LSTM,0.06952612255447913,-0.3022711,0.60341144
AAVE-USD,RNN,3.794483423790839,-0.13375263,51.19377
AAVE-USD,ANN,2.6379642309728206,-0.35436395,51.94754
AAVE-USD,CNN,22.321510747573534,0.35921577,49.008915
AAVE-USD,Random Forrest,130.97836424653454,0.3782733344890382,None
AAVE-USD,Attention-based LSTM,5.4498473743920055,-0.17370836991368202,56.467518
AAVE-USD,BiDirectional LSTM,3.1064688588979186,-0.25150752,52.025833
AAVE-USD,LSTM,3.8791118487566663,-0.27537242,52.090748
AVAX-USD,RNN,0.8862574818008931,-0.1025062,11.375723
AVAX-USD,ANN,0.9370741375404738,-0.30858952,11.411421
AVAX-USD,CNN,3.87489244570324,0.31421834,11.924848
AVAX-USD,Random Forrest,2.7638628129651805,0.3186081635932348,None
AVAX-USD,Attention-based LSTM,1.0855452528652942,-0.1719413956335914,12.163253
AVAX-USD,BiDirectional LSTM,1.3161412532435255,-0.22609636,11.224385
AVAX-USD,LSTM,0.8151349572324682,-0.23817112,11.880088
BAT-USD,RNN,0.012529140278823592,-0.031162897,0.17166287
BAT-USD,ANN,0.015974362992521265,-0.011444246,0.17074041
BAT-USD,CNN,0.05096216009525459,0.29055732,0.18620439
BAT-USD,Random Forrest,0.00032179129250582114,0.30961520188110647,None
BAT-USD,Attention-based LSTM,0.08856949743648447,0.0021976402390931292,0.17529306
BAT-USD,BiDirectional LSTM,0.014540321717863772,-0.0063838433,0.17328356
BAT-USD,LSTM,0.01098955117235107,-0.009812449,0.17148538
ETH-USD,RNN,62.86233658475536,0.08432443,1697.643
ETH-USD,ANN,50.13026259199764,0.11966257,1685.3966
ETH-USD,CNN,97.14128417068069,0.39741823,1713.3552
ETH-USD,Random Forrest,1137.8922733964,0.40713750732379334,None
ETH-USD,Attention-based LSTM,148.4548173601587,0.08130408727810853,1738.0734
ETH-USD,BiDirectional LSTM,74.85724703035329,0.099625245,1711.819
ETH-USD,LSTM,55.236842744922065,0.10123715,1675.8755
YFI-USD,RNN,472.99726455146737,-0.22044675,5513.66
YFI-USD,ANN,825.5795354885325,-0.4447001,5534.426
YFI-USD,CNN,2243.848343772324,0.3761829,5720.791
